Object ID,Department,Object Name,Title,Culture,Artist Nationality,Object Begin Date,Object End Date,Medium,Credit Line,Country
55442,Asian Art,Print,,Japan,Japanese,1838,1838.0,Polychrome woodblock print; ink and color on paper,"Rogers Fund, 1922",
58899,Asian Art,Inrō,,Japan,,1800,1899.0,"Lacquer, hirame ground, gold, red, silver and brown hiramakie, raden inlay; Interior: nashiji and fundame","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",
62174,Asian Art,Basket,,Japan,,1800,1899.0,Bamboo,"Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",
67976,Asian Art,Piece,,Japan,,1800,1899.0,Silk / Brocaded,"Rogers Fund, 1909",
72803,Asian Art,Hanging scroll,近代  蟬竹圖      軸|Bamboo and Cicada,China,Chinese,1966,1966.0,Hanging scroll; ink and color on paper,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",
77166,Asian Art,Drawing,,"India (Guler, Punjab Hills)",,1790,1810.0,Ink on paper,"Gift of Cynthia Hazen Polsky, 2011",
80735,Costume Institute,Belt,Belt,Japanese,Japanese|Japanese,1983,1987.0,"leather, metal","Gift of Linda A. Rosenthal, 1993",
81291,Costume Institute,Pumps,Pumps,British,British,1980,1989.0,leather,"Gift of Holly Solomon, 1999",
81451,Costume Institute,Evening dress,Evening dress,American,American|American,1983,1984.0,rayon,"Gift of Calvin Klein, Inc., 1998",
83780,Costume Institute,Shoes,Shoes,Italian,Italian,1983,1989.0,synthetic,"Gift of Muriel Kallis Newman, 2002",
90373,Costume Institute,Earrings,Earrings,"European, Eastern",,1700,1899.0,metal,"Rogers Fund, 1909",
96100,Costume Institute,Evening dress,Evening dress,French,"French, born Italy",1966,1967.0,[no medium available],"Gift of Mrs. William Rand, 1975",
98251,Costume Institute,Cap,Cap,probably French,,1800,1899.0,wool,Museum Accession,
100359,Costume Institute,Hat,Hat,French,French|French,1949,1949.0,"wool, cotton","Gift of Mary S. Ryan, 1981",
100359,Costume Institute,Hat,Hat,French,French|French,1949,1949.0,"wool, cotton","Gift of Mary S. Ryan, 1981",
114490,Costume Institute,Mules,Mules,American,American,1959,1959.0,"leather, wood, metal glass","Gift of Beth and Herbert Levine, 1977",
119757,Costume Institute,Gloves,Gloves,probably French,,1950,1959.0,leather,"Gift of Mrs. Stowe C. Phelps, 1980",
127104,Costume Institute,Ensemble,Ensemble,Romanian,,1800,1939.0,"linen, wool","Gift of Miss Irene Lewisohn and Alice Lewisohn Crowley, 1939",
129839,Costume Institute,Ensemble,Ensemble,British,British|British,1976,1980.0,"a) leather; b) leather, metal","Purchase, Richard Martin Bequest and Friends of The Costume Institute Gifts, 2006",
145237,Costume Institute,Necklace,Necklace,American,,1967,1967.0,"synthetic, metal","Gift of Martin F. Price, 2017",
146150,Costume Institute,Jacket,Jacket,American,American,2003,2004.0,"leather, wool","Catharine Breyer Van Bomel Foundation Fund, 2008",
168579,Costume Institute,Chemisette,Chemisette,American,,1875,1899.0,Cotton,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Louise M. Coleman, 1941",
168781,Costume Institute,Fan,Fan,European,,1776,1799.0,"Ivory, paper","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of George Arents in memory of Annie Walter Arents, 1949",
169926,Costume Institute,Undersleeves,Undersleeves,American,,1848,1852.0,Linen,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of The Jason and Peggy Westerfield Collection, 1969",
170041,Costume Institute,Evening shoes,Evening shoes,American,American,1938,1943.0,"Leather, metallic","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Colonel and Mrs. Horace Figuers, 1973",
174460,Costume Institute,Ensemble,Ensemble,American,American,1950,1950.0,Wool,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Albert Ogden in memory of Sheldon Stewart, 1964",
187639,European Sculpture and Decorative Arts,Knife and fork with case,Knife and fork with case,possibly Greek,,1700,1750.0,"Steel, silver, niello; case:  leather, silver, niello","Gift of R. Stuyvesant, 1893",
190199,European Sculpture and Decorative Arts,Swags,Set of five swags,French,,1700,1799.0,Gilt bronze,"Gift of J. Pierpont Morgan, 1906",
194582,European Sculpture and Decorative Arts,Jug with cover,Jug with cover,"German, Silesia (Bunzlau)",,1755,1765.0,Stoneware,"Gift of Mrs. Robert W. de Forest, 1920",
198408,European Sculpture and Decorative Arts,Plaque,Marriage of Peleus and Thetis,"Italian, Venice",Italian,1570,1580.0,Bronze,"Samuel D. Lee Fund, 1939",
200381,European Sculpture and Decorative Arts,Snuffbox,Snuffbox,"German, Hanau",,1770,1780.0,Gold,"Bequest of Catherine D. Wentworth, 1948",
201480,European Sculpture and Decorative Arts,Chess set,Chess set,probably German,,1800,1899.0,Metal,"Gift of Gustavus A. Pfeiffer, 1953",
203525,European Sculpture and Decorative Arts,Toy,Partridges in wheatsheaf,"British, Chelsea",,1750,1760.0,Soft-paste porcelain,"Gift of Irwin Untermyer, 1964",
211642,European Sculpture and Decorative Arts,Souvenir spoon,Souvenir spoon,European,,1885,1899.0,Gilt and enamel,"Gift of Sir William H. Redding, in memory of his wife, 1907",
218086,European Sculpture and Decorative Arts,Border,Border,"Italian, Venice",,1600,1699.0,Needle lace,"Purchase by subscription, 1909",
218343,European Sculpture and Decorative Arts,Fragment,Fragment,Spanish,,1800,1815.0,Machine net,"Purchase by subscription, 1909",
226057,European Sculpture and Decorative Arts,Borders,Borders,French,,1700,1815.0,Needle lace,"Gift of Ann Payne Blumenthal, 1936",
229526,European Sculpture and Decorative Arts,Panel,Panel,French,,1775,1780.0,Silk,"Gift of Mrs. Janet S. Kaffenburgh in memory of her grandmother Mrs. Joseph Garson of Rochester, N.Y., 1976",
236638,European Sculpture and Decorative Arts,Plaque,Head described as that of Saint James the Elder,German,,1800,1899.0,Iron,"Gift of Martin and Roberta Lerner, 2009",
241148,Greek and Roman Art,Statuette of a seated goddess,Terracotta statuette of a seated goddess,Cypriot,,-325,-275.0,Terracotta,"The Cesnola Collection, Purchased by subscription, 1874–76",
244271,Greek and Roman Art,Axehead,Axehead,Cypriot,,-3200,-2000.0,Bronze,"The Cesnola Collection, Purchased by subscription, 1874–76",
246324,Greek and Roman Art,"Fibula, boat-shaped type","Fibula, boat-shaped type",Italic,,-800,-501.0,Bronze,"Purchase, 1896",
250722,Greek and Roman Art,"Statuette of a woman, seated",Terracotta statuette of a seated woman,"Greek, Attic",,-524,-475.0,Terracotta,"Gift of Henry S. Washington, 1919",
252173,Greek and Roman Art,Seal,Jasper amygdaloid seal,Minoan,,-1600,-1450.0,Jasper,"Bequest of Richard B. Seager, 1926",
252221,Greek and Roman Art,Seal,Seal,"Minoan, Crete",,-2000,-1450.0,Haemaetite,"Bequest of Richard B. Seager, 1926",
262991,Photographs,Photograph,[Detail of Vanitas Figures Carved on the Choir Stalls at Amiens Cathedral],,,1860,1869.0,Albumen silver print from glass negative,"Gift of Lucien Goldschmidt, 1981",
263514,Photographs,Photograph,Robert Motherwell,,American,1981,1981.0,Gelatin silver print,"Gift of the artist, 1983",
265758,Photographs,Photograph,[Graffiti on Backstage Door of the School of American Ballet],,American,1945,1945.0,Gelatin silver print,"Gift of Paul F. Walter, in memory of Christopher Hemphill, 1987",
266167,Photographs,Photograph,[Study of Australian Grapes],,,1858,1862.0,Albumen silver print from glass negative,"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1989",
269735,Photographs,Photograph,Sous bois,,Belgian,1922,1922.0,Bromoil print,"Gift of Clarence McK. Lewis, 1954",
271904,Photographs,Glass positive,Margaret Eakins,,American,1880,1889.0,Glass positive ,"Gift of Charles Bregler, 1947",
273592,Photographs,Negative,[Peggy Bacon],,American,1934,1934.0,Film negative,"Walker Evans Archive, 1994",
276937,Photographs,Negative,"[Two 35mm Film Frames: Boys Playing on Stoop Near Elevated Train Tracks, New York City]",,American,1933,1934.0,Film negative,"Walker Evans Archive, 1994",
286197,Photographs,Photograph,"Rouen, Place Eau-de-Robec",,French,1908,1908.0,Matte albumen silver print from glass negative,"Gilman Collection, Purchase, Sam Salz Foundation Gift, 2005",
311479,"Arts of Africa, Oceania, and the Americas",Horn,Horn,Asmat people,,1900,2000.0,Bamboo,"The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller, 1965",Indonesia
312687,"Arts of Africa, Oceania, and the Americas",Snake figure,Coiled Serpent,Aztec,,1400,1600.0,"Stone, pigment","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Mexico
313019,"Arts of Africa, Oceania, and the Americas",Pendant,Figure Pendant,Atlantic Watershed,,300,800.0,Jadeite,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Costa Rica
316760,"Arts of Africa, Oceania, and the Americas",Painting,Painting,Abelam people,,1900,2000.0,"Paper, paint","Gift of Lita Osmundsen, 1992",Papua New Guinea
316760,"Arts of Africa, Oceania, and the Americas",Painting,Painting,Abelam people,,1900,2000.0,"Paper, paint","Gift of Lita Osmundsen, 1992",Papua New Guinea
317005,,Cloth,Carrying Cloth,Quechua,,1900,2000.0,Camelid hair,"Bequest of Arthur M. Bullowa, 1993  ",Peru
317135,"Arts of Africa, Oceania, and the Americas",Ritual stone,Stone Pulidor,Mexican,,1200,1600.0,Stone,"Bequest of Arthur M. Bullowa, 1993  ",Mexico
319532,"Arts of Africa, Oceania, and the Americas",Costume element,Ceremonial Costume Element,Timor,,1850,1950.0,"Cotton, glass beads","Bequest of John B. Elliott, 1997",Indonesia
323644,Ancient Near Eastern Art,Sherd,Sherd,Iran,,-3505,-3100.0,"Ceramic, paint","Rogers Fund, 1938",
325714,Ancient Near Eastern Art,Sculpture,Bird standard,,,-2500,-2500.0,Copper alloy,"Purchase, Schimmel Foundation Inc. Gift, 1965",
327150,Ancient Near Eastern Art,Bead,Bead,,,-7000,-5000.0,Calcite,"Gift of Sheldon and Barbara Breitbart, 1985",
339097,Drawings and Prints,Print; Poster,New York Ledger: Bicycle Number,,American,1895,1895.0,Lithograph,"Gift of Bessie Potter Vonnoh, 1941",
339407,Drawings and Prints,Drawing,Figure Studies,,Italian,1696,1770.0,"Pen and brown ink, over black chalk, on beige paper","Rogers Fund, 1964",
341146,Drawings and Prints,Print,Reciprocated Love,,Italian,1584,1600.0,Engraving,"Harris Brisbane Dick Fund, 1927",
341485,Drawings and Prints,Print,"Rest on the flight into Egypt, Mary holding and looking at the infant Christ while St. Joseph reads",,Italian,1632,1642.0,Etching,"Harris Brisbane Dick Fund, 1926",
345964,Drawings and Prints,Book,Meubles Modernes,,French|French|French|French|French|French,1875,1890.0,Chromolithography,"A. Hyatt Mayor Purchase Fund, Marjorie Phelps Starr Bequest, 1987",
346186,Drawings and Prints,Book,Blossoms of Childhood,,American|American|American,1840,1840.0,Illustrations: wood engraving,"Anonymous Gift, 1941",
347789,Drawings and Prints,Book,"The Comical History of Lord Flutter, Lord Spindle and Sir Harry Hopscotch; or, the Bee, the Wasp, and the Ant",,British,1800,1900.0,"Wood engraving, hand colored","Gift of Lincoln Kirstein, 1964",
350011,Drawings and Prints,Book,"Seamless Plain Solid Gold Rings, Engraved Rings, Diamond Rings, Mountings, Ladies' Stone Rings, Chains, Diamond Cutters",,American,1902,1902.0,Illustrations: photomechanical process,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",
350542,Drawings and Prints,Book,"Performing Tea Ceremony, The Miyako Odori for 1935, and eight stage sets",,Japanese,1930,1940.0,Illustrations: photographic method and color prints,"Gift of Lincoln Kirstein, 1986",
353752,Drawings and Prints,Book,Plates in Missel de Notre-Dame de France,,French|French?|French,1899,1899.0,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",
355115,Drawings and Prints,Book,"Exposition Lorraine. L'École de Nancy au Musée de l'Union Centrale des Arts Décoratifs. Pavillon de Marsan, A Paris. Ier Série: Le Moblier",,French|French,1900,1910.0,Heliotype print,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1962",
357808,Drawings and Prints,Book,Enoch Arden,,British|British|British|British|British|British|British,1866,1866.0,Illustrations: wood engraving,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",
360463,Drawings and Prints,Drawing,"St. Peter's, exterior, tabernacle, elevation and section at base with details of pedestal and railing, (recto)St. Peter's, exterior, tabernacle, elevation and section at arched opening (verso)",,French,1500,1560.0,"Dark brown ink, black chalk, and incised lines","Gift of Janos Scholz and Anne Bigelow Scholz, in memory of Flying Officer Walter Bigelow Rosen, RCAF, 1949",
360750,Drawings and Prints,Print,Head of a muscular old man in profile to left with flowing hair,,Italian|Bohemian,1677,1625.0,Etching; only state,"Purchase, Joseph Pulitzer Bequest, 1917",
363070,Drawings and Prints,Print,"View of the Basilica of San Sebastiano fuori delle mura [St. Sebastian outside the Walls] on the Appian Way, from Vedute di Roma (Roman Views)",,Italian,1745,1755.0,Etching; first state of four (Hind),"Gift of Mrs. David Keppel, 1960",
363754,Drawings and Prints,Drawing,Design for Pointed Utensil with an Egyptian Style Figure on the Handle,,Italian,1548,1612.0,"Pen and brown ink, brush and brown wash, over black chalk.","Mrs. Regina Slatkin, 1963",
365646,Drawings and Prints,Drawing,Saint Paul,,Italian,1591,1666.0,"Pen and brown ink, brush and brown ink, over lead point or graphite.","Gift of Cornelius Vanderbilt, 1880",
367617,Drawings and Prints,Drawing Ornament & Architecture,Francis W. Little House: Furniture Plan,,American,1908,1914.0,Graphite and orange and brown pencil,"Purchase, Emily Crane Chadborne Bequest, 1972",
371229,Drawings and Prints,Print,"Theodoric IV from the series Counts and Countesses of Holland, Zeeland, and West-Frisia",,Dutch|Dutch|Dutch,1650,1650.0,Engraving and etching; second state of three,"Gift of Mrs. Hugo Elliot, 1941",
377953,Drawings and Prints,Book,L'Art de bâtir des maisons de Campagne,,French|French|French|French|French,1743,1743.0,Printed book with engraved illustrations,"Rogers Fund, 1952",
378518,Drawings and Prints,Drawing,"Design for Vis-à-vis, no. 3223",,American,1876,,"Pen and black ink, watercolor and gouache with gum arabic","Gift of William Brewster, 1923",
378914,Drawings and Prints,Drawing,"Design for Pony Phaeton, no. 3162",,American,1875,1875.0,"Pen and black ink, watercolor and gouache","Gift of William Brewster, 1923",
386510,Drawings and Prints,Drawing ; Ornament and architecture,"Ceiling Design, Half of a Circle",,British,1800,1899.0,Watercolor with gold,"Gift of the Royal Institute of British Architects, 1961",
391909,Drawings and Prints,Print,Canal with an Angler and Two Swans,,Dutch,1643,1653.0,Etching and drypoint; second of two states,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",
396269,Drawings and Prints,Print,GERYON,,American,1957,1957.0,"Etching, aquatint and drypoint; states 1-8","John B. Turner Fund, 2011",
397577,Drawings and Prints,Print,"Syzygy or the Conjunction of the Macrocosmic Unity with the Microcosmic Triunity from Heinrich Khunrath, Amphiteatrum sapientiae aeternae",,Netherlandish|German,1535,1611.0,Engraving from a circular plate,"Purchase, C. G. Boerner Gift, 2011",
399078,Drawings and Prints,Print,Horse Group #17,,American,1935,1943.0,Lithograph,"Gift of the Work Projects Administration, Allocation Unit, Chicago, 1943",
399085,Drawings and Prints,Print,Whither Mankind,,American,1935,1943.0,Silkscreen,"Gift of the Work Projects Administration, Allocation Unit, Chicago, 1943",
399877,Drawings and Prints,Print,"The dream of St Joseph, who is sleeping at the right, the Virgin and Child by a cross surrounded by angels and many putti and with God the Father above",,Italian|Italian,1600,1650.0,Etching,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",
400013,Drawings and Prints,Baseball card,"Sullivan, Left Field, Chicago, from the Gold Coin series (N284) for Gold Coin Chewing Tobacco",,,1887,1887.0,Commercial color lithography reproducing drawings,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
400018,Drawings and Prints,Print,Section and elevation of the Colosseum in Rome,,Italian|Italian,1581,1581.0,Etching,"Bequest of Phyllis Massar, 2011",
404850,Drawings and Prints,Print,"Chairing the Members, Plate IV: Four Prints of an Election",,French|British,1758,1758.0,Etching and engraving; third state of three,"Gift of Sarah Lazarus, 1891",
410156,Drawings and Prints,Print,"George Bubear, Oarsman, from World's Champions, Series 1 (N28) for Allen & Ginter Cigarettes",,American|American,1887,1887.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
410683,Drawings and Prints,Baseball card,"Louis Chiozza; verso: Diamond Stars, No. 80 (1934 Averages)",,,1935,1935.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
415848,Drawings and Prints,Print,"Prise de la Ville de Bone (Capture of the City of Bonne), from La Vie de Ferdinand Ier de Médicis série appelée aussi Les Batailles des Médicis (The Life of Ferdinand I de'Medici also called The Medici Battles)",,French|Italian,1614,1620.0,Engraving; first state of two (Lieure),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",
417951,Drawings and Prints,Print,The Impossibility,,German,1548,1548.0,Engraving,"Gift of Harry G. Friedman, 1959",
419823,Drawings and Prints,Print,"S. Antioche, médecin (St. Antiochus, Doctor), July 15th, from Les Images De Tous Les Saincts et Saintes de L'Année (Images of All of the Saints and Religious Events of the Year)",,French|French,1636,1636.0,Etching; second state of two (Lieure),"Purchase, Joseph Pulitzer Bequest, 1917",
428594,Drawings and Prints,Print,Sea-Bass Fisherman,,American,1900,1931.0,Etching,"Robert B. Dodson Fund, 1931",
428786,Drawings and Prints,Print,Reverse Copy of Madame Bouthillier (Marie de Bragelogne),,French,1810,1820.0,Engraving,"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",
430474,Drawings and Prints,Print,"Reconnoitering, from the Boy Scouts series (E42) for the Fisher Candy Co.",,American,1910,1910.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
431102,Drawings and Prints,Print,Vues de St. Petersbourg,,French,1840,1840.0,"Lithography, hand-colored","Gift of Robert D. Brewster, 1951",
433636,Drawings and Prints,"Baseball card, print","Fitzgerald, Sacramento, Pacific Coast League, from the ""Obak Baseball Players"" set (T212), issued by the American Tobacco Company to promote Obak Mouthpiece Cigarettes",,,1910,1910.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
434286,Drawings and Prints,"Baseball card, print","Spencer, Catcher, Boston, American League, from the Baseball Players (Ramlys) series (T204) issued by the Mentor Company to promote Ramly and T.T.T. Turkish Cigarettes",,,1909,1909.0,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
446304,Islamic Art,Fragment,Fragment of a Bowl,,,1300,1499.0,Earthenware; incised decoration through a white slip and coloring under a transparent glaze.,"Rogers Fund, 1913",Egypt
447944,Islamic Art,Fragment,Fragment,,,1700,1799.0,Cotton; painted,"Rogers Fund, 1926",India
449151,Islamic Art,Dado panel,Dado Panel,,,1900,1999.0,Plaster; cast,"Rogers Fund, 1937",Iran
452672,Islamic Art,Folio from an illustrated manuscript,"""Yusuf and Zulaikha"", Folio 51r from a Bustan of Sa`di",,,1500,1560.0,"Ink, opaque watercolor, and gold on paper","Purchase, Louis V. Bell Fund and The Vincent Astor Foundation Gift, 1974",present-day Uzbekistan
459471,Robert Lehman Collection,Drawing,Head of a Man in Profile,,Italian,1490,1499.0,"Black chalk, pen and brown ink, heightened with white.","Robert Lehman Collection, 1975",
466522,Medieval Art,Fragment,Glass Fragment,French,,1200,1299.0,Colorless glass,"Gift of Dr. Bashford Dean, 1923",France
468605,Medieval Art,Hilt,Eagle-Headed Hilt,Byzantine,,300,400.0,Copper alloy,"Gift of Lawrence J. Majewski, 1963",
469993,The Cloisters,Panel,Grisaille Panel,French,,1250,1270.0,White and pot-metal glass with vitreous paint,"The Cloisters Collection, 1982",France
470842,The Cloisters,Capital,Capital,Catalan,,1100,1150.0,Marble,"The Cloisters Collection, 1925",present-day France
471090,The Cloisters,Roundel,Roundel with Saint John the Baptist,South Netherlandish,,1510,1520.0,"Colorless glass, silver stain, vitreous paint","The Cloisters Collection, 1932",
482952,Modern and Contemporary Art,Drawing,Untitled,,"American, born Russia",1940,1940.0,Graphite on paper,"Gift of Mr. and Mrs. Meyer Schapiro, 1983",
485091,Modern and Contemporary Art,Glass,Glass,,Finnish|Finnish,1950,1959.0,Glass,"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble, 1988",
486390,Modern and Contemporary Art,Design,"Design for a Washstand for the Blue Bedroom, Hous'hill",,"British, Scottish",1904,1904.0,Watercolor and graphite on paper,"Purchase, Lila Acheson Wallace Gift, 1994",
486599,Modern and Contemporary Art,Bowl,"""Tard la Nuit"" Bowl",,Italian,1989,1989.0,Glass,"Gift of Peter T. Joseph, 1995",
486599,Modern and Contemporary Art,Bowl,"""Tard la Nuit"" Bowl",,Italian,1989,1989.0,Glass,"Gift of Peter T. Joseph, 1995",
488438,Modern and Contemporary Art,Drawing,Alvin Langdon Coburn,,Mexican,1910,1910.0,"Ink, watercolor, metallic paint, and graphite on paper","Alfred Stieglitz Collection, 1949",
544812,Egyptian Art,"Figurine, female, fragmentary",Upper Half of a Female Figurine,,,-1981,-1981.0,Pottery,"Gift of Albert M. Lythgoe, 1917",Egypt
545193,Egyptian Art,"Ostracon, hieratic",Hieratic ostracon,,,-1295,-1295.0,"Limestone, ink, paint","Gift of Theodore M. Davis, 1909",Egypt
547202,Egyptian Art,"Figurine, seated woman",Figurine of a Seated Woman,,,-3450,-3300.0,"Limestone, organic material, paint, malachite","Rogers Fund, 1907",Egypt
547248,Egyptian Art,"Beaker, white cross-lined ware",White cross-lined ware beaker decorated with zigzags,,,-3900,-3650.0,"Pottery, paint","Rogers Fund, 1907",Egypt
549075,Egyptian Art,Club,Club,,,-1473,-1458.0,Wood,"Rogers Fund, 1936",Egypt
556721,Egyptian Art,"Basket, coil, lid",Cylindrical Coil Basket with Lid,,,-2124,-2124.0,Grasses,"Rogers Fund, 1931",Egypt
563318,Egyptian Art,Jar Label,Jar label fragments,,,-1390,-1390.0,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
563318,Egyptian Art,Jar Label,Jar label fragments,,,-1390,-1390.0,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
563892,Egyptian Art,"Jar Label, meat",Jar Label,,,-1390,-1390.0,"Pottery and ink, paint","Rogers Fund, 1917",Egypt
564519,Egyptian Art,Relief fragment,Relief fragment,,,-1981,-1640.0,Granite,"Rogers Fund, 1933",Egypt
565027,Egyptian Art,"Linen, from Wah's Mummy","Linen, from Wah's Mummy",,,-1981,-1975.0,Linen,"Rogers Fund and Edward S. Harkness Gift, 1920",Egypt
623826,Drawings and Prints,Print,Discover Dry Dock Country: Madison Avenue between 63rd and 65th,,American,1972,1972.0,Commercial printing in color,"Gift of Dry Dock Savings Bank, 1973",
625312,Drawings and Prints,Print,"St. Agatha, from 'Di Tutti gli Affresco del Correggio e di Quattro del Parmigianino'",,Italian|Italian|Italian|Italian|Italian,1841,1851.0,Engraving,"Gift of Lucy Chauncey, in memory of her father, Henry Chauncey, 1935",
632372,Drawings and Prints,Photograph,"Walter Switzer, Cornell Quarterback shown being grounded by three Columbia Players, from the ""Baseball and Football"" set (R311), issued by the National Chicle Company to promote Diamond Stars Gum",,,1936,1936.0,Albumen print (glossy finish),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
634357,Drawings and Prints,Print,"The Virgin and Child with St. John the Baptist, St. Francis, and St. Catherine of Siena",,Italian|Italian|German,1585,1585.0,Chiaroscuro woodcut from four blocks printed in orange,"Rogers Fund, 1922",
634643,Drawings and Prints,"Print, baseball card","Card Number 28, Harry ""The Cat"" Brecheen, Pitcher, St. Louis Cardinals, from the Topps Red/ Blue Backs series (R414-5) issued by Topps Chewing Gum Company",,American,1951,1951.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
638012,Drawings and Prints,Print,"Card No. 145, U.S. Luscombe ""Silvaire,"" from the Aviation Gum series (V356), issued by World Wide Gum Company, Ltd.",,Canadian,1940,1940.0,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
638616,Photographs,Photograph,Officer Gordon F. Wilson Shows Mug Pictures to a Woman,,American,1970,1970.0,Gelatin silver print,"Anonymous Gift, 2014",
